,Car Name,Overall
1738,Toyota Highlander Limited Platinum,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1740,Toyota Highlander SE,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1748,Volkswagen Arteon SE 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1749,Volkswagen Arteon SE R-Line,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1751,Volkswagen Arteon SE R-Line 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1753,Volkswagen Arteon SEL 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1754,Volkswagen Arteon SEL Premium 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1755,Volkswagen Arteon SEL Premium R-Line 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1759,Volkswagen Arteon SEL R-Line 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1761,Volkswagen Beetle 2.0T Final Edition SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '3-doored', '4-seater', 'automatic', 'Hatchback']"
1762,Volkswagen Beetle 2.0T Final Edition SEL,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '3-doored', '4-seater', 'automatic', 'Hatchback']"
1763,Volkswagen Beetle 2.0T S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '3-doored', '4-seater', 'automatic', 'Hatchback']"
1764,Volkswagen Beetle 2.0T SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '3-doored', '4-seater', 'automatic', 'Hatchback']"
1765,Volkswagen Beetle Convertible 2.0T Final Edition SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1766,Volkswagen Beetle Convertible 2.0T Final Edition SEL,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1767,Volkswagen Beetle Convertible 2.0T S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1768,Volkswagen Beetle Convertible 2.0T SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1769,Volkswagen Golf 1.4T S,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1770,Volkswagen Golf 1.4T S,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1771,Volkswagen Golf 1.4T SE,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1772,Volkswagen Golf 1.4T SE,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1773,Volkswagen Golf Alltrack TSI S,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1774,Volkswagen Golf Alltrack TSI S,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
1775,Volkswagen Golf Alltrack TSI SE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1776,Volkswagen Golf Alltrack TSI SE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
1777,Volkswagen Golf Alltrack TSI SEL,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
1778,Volkswagen Golf Alltrack TSI SEL,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1779,Volkswagen Golf GTI Rabbit Edition,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1780,Volkswagen Golf GTI Rabbit Edition,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1781,Volkswagen Golf R 2.0T w/DCC and Navigation,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1782,Volkswagen Golf R 2.0T w/DCC and Navigation,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1783,Volkswagen Golf SportWagen 1.4T S,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
1784,Volkswagen Golf SportWagen 1.4T S,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1785,Volkswagen Golf SportWagen 1.4T SE,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1786,Volkswagen Golf SportWagen 1.8T S 4MOTION,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1787,Volkswagen Golf SportWagen 1.8T S 4MOTION,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
1788,Volkswagen Jetta 1.4T R-Line,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1789,Volkswagen Jetta 1.4T R-Line ULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1790,Volkswagen Jetta 1.4T S,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1791,Volkswagen Jetta 1.4T S,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1792,Volkswagen Jetta 1.4T S ULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1793,Volkswagen Jetta 1.4T SE,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1794,Volkswagen Jetta 1.4T SE ULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1795,Volkswagen Jetta 1.4T SEL,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1796,Volkswagen Jetta 1.4T SEL Premium,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1797,Volkswagen Jetta 1.4T SEL Premium w/CWP,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1798,Volkswagen Jetta 1.4T SEL Premium w/CWP ULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1799,Volkswagen Jetta 1.4T SEL ULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1800,Volkswagen Jetta GLI 35th Anniversary Edition,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1801,Volkswagen Jetta GLI 35th Anniversary Edition,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1802,Volkswagen Passat SE R-Line,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1803,Volkswagen Passat Wolfsburg Edition,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1804,Volkswagen Tiguan S 4MOTION,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1805,Volkswagen Tiguan SE 4MOTION,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1806,Volkswagen Tiguan SEL 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1807,Volkswagen Tiguan SEL Premium 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1808,Volkswagen Tiguan SEL Premium R-Line 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1809,Volkswagen Tiguan SEL R-Line,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1810,Volkswagen Tiguan SEL R-Line 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1811,Volkswagen Tiguan SEL R-Line Jet-Black,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1812,Volkswagen Tiguan SEL R-Line Jet-Black 4MOTION,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1813,Volvo S90 T5 Momentum,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1814,Volvo S90 T8 Momentum Twin Engine Plug-In Hybrid,"['Average economy', 'Expensive', 'Average Sized Engine', 'High power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1815,Volvo V60 T6 Inscription,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1816,Volvo V60 T6 Momentum,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1817,Volvo V60 T6 R-Design,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1820,Volvo V90 Cross Country T5,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1821,Volvo V90 Cross Country T6 Volvo Ocean Race,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1822,Volvo XC90 T8 Excellence Twin Engine Plug-In Hybrid,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'High power', 'Long range', 'Unleaded', '5-doored', '4-seater', 'automatic', 'SUV']"
1823,Alfa Romeo 4C Base,"['Average economy', 'Expensive', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1824,Aston Martin DB11 V12,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
1825,Aston Martin Vanquish S Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1826,Aston Martin Vanquish S Volante,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1827,Audi A3 2.0 TFSI Premium,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1829,Audi A3 2.0 TFSI Premium Plus,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1832,Audi A3 2.0 TFSI Premium Plus quattro,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1833,Audi A3 2.0 TFSI Premium Plus quattro Summer of Audi,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1834,Audi A3 2.0 TFSI Premium Plus quattro Summer of Audi,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1835,Audi A3 2.0 TFSI Premium Plus Summer of Audi,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1836,Audi A3 2.0 TFSI Premium Plus Summer of Audi,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1837,Audi A3 2.0 TFSI Premium quattro,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1839,Audi A3 2.0 TFSI Premium quattro Summer of Audi,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1840,Audi A3 2.0 TFSI Premium quattro Summer of Audi,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1841,Audi A3 2.0 TFSI Premium Summer of Audi,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
1842,Audi A3 2.0 TFSI Premium Summer of Audi,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1843,Audi A3 2.0 TFSI Prestige,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1846,Audi A3 2.0 TFSI Prestige quattro,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1847,Audi A3 Sportback e-tron 1.4 TFSI PHEV Premium,"['Economical', 'Average Priced', 'Small Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1848,Audi A3 Sportback e-tron 1.4 TFSI PHEV Premium Plus,"['Economical', 'Average Priced', 'Small Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1849,Audi A3 Sportback e-tron 1.4 TFSI PHEV Premium Plus Summer of Audi,"['Economical', 'Average Priced', 'Small Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1850,Audi A3 Sportback e-tron 1.4 TFSI PHEV Premium Summer of Audi,"['Economical', 'Average Priced', 'Small Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1851,Audi A3 Sportback e-tron 1.4 TFSI PHEV Prestige,"['Economical', 'Average Priced', 'Small Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1852,Audi A4 2.0 TFSI Premium Plus quattro,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1854,Audi A4 2.0 TFSI Premium Plus quattro Summer of Audi,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1855,Audi A4 2.0 TFSI Premium Plus quattro Summer of Audi,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1856,Audi A4 2.0 TFSI Premium quattro,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
